latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
37.0886,-5.8802,300.4,1.1,1,2021-01-02,1125,Terra,MODIS,37,6.03,287.8,5.1,D,0
36.6599,-4.8777,305.5,1.8,1.3,2021-01-02,1304,Aqua,MODIS,62,6.03,282.8,21.3,D,0
36.8729,-2.4486,304.8,1.2,1.1,2021-01-02,2228,Terra,MODIS,62,6.03,277.7,13.9,N,0
36.8745,-2.4347,334.7,1.2,1.1,2021-01-02,2228,Terra,MODIS,100,6.03,279.1,53.3,N,2
40.2352,-0.8699,320.1,1.1,1.1,2021-01-04,1112,Terra,MODIS,80,6.03,276,26.4,D,0
40.8273,-0.2433,307.2,1.2,1.1,2021-01-04,1112,Terra,MODIS,65,6.03,278.6,14.5,D,0
40.2329,-0.8569,303,1.1,1.1,2021-01-04,1112,Terra,MODIS,55,6.03,275.1,11.1,D,0
43.5413,-5.8322,317.1,1,1,2021-01-04,2218,Terra,MODIS,94,6.03,271.8,21,N,2
41.6403,-3.8539,300.9,1.8,1.3,2021-01-07,1142,Terra,MODIS,43,6.03,273.8,20.8,D,0
41.6448,-3.8641,315.8,1,1,2021-01-07,1324,Aqua,MODIS,76,6.03,276.7,18.1,D,0
40.17,-6.4271,304.5,1,1,2021-01-11,1118,Terra,MODIS,59,6.03,279.7,9.6,D,0
43.5317,-5.8404,302.9,1.7,1.3,2021-01-11,1300,Aqua,MODIS,50,6.03,281.7,16.9,D,0
42.8393,-8.9623,303.2,1.6,1.2,2021-01-12,1200,Terra,MODIS,55,6.03,280.7,16.7,D,0
42.1231,-6.5841,306.7,2.2,1.5,2021-01-12,1200,Terra,MODIS,64,6.03,277.4,36.1,D,0
42.117,-6.5575,308.6,2.3,1.5,2021-01-12,1200,Terra,MODIS,67,6.03,278.8,40.4,D,0
41.8279,-5.7817,309,1.3,1.1,2021-01-13,1106,Terra,MODIS,68,6.03,275.3,18.6,D,0
43.5398,-5.8373,303.1,1.1,1,2021-01-13,2212,Terra,MODIS,53,6.03,275.1,11.4,N,2
37.4925,-6.2313,302.1,1,1,2021-01-14,1329,Aqua,MODIS,51,6.03,287,5.7,D,0
38.8857,-6.2679,301.6,1,1,2021-01-14,1329,Aqua,MODIS,45,6.03,281.8,7.1,D,0
38.807,-6.8319,301.4,1,1,2021-01-14,1329,Aqua,MODIS,47,6.03,281.5,7.2,D,0
38.6785,-4.0482,312.8,1.3,1.1,2021-01-15,1054,Terra,MODIS,73,6.03,281.4,21.7,D,0
37.3141,-6.5847,301.7,1.4,1.2,2021-01-16,1316,Aqua,MODIS,49,6.03,289.8,7.4,D,0
38.2837,-3.6152,309.4,1.1,1,2021-01-16,1316,Aqua,MODIS,69,6.03,285.6,10.6,D,0
38.7012,-3.7307,321.4,1.1,1,2021-01-16,1317,Aqua,MODIS,81,6.03,286.4,21.4,D,0
38.7031,-3.7189,312.7,1.1,1,2021-01-16,1317,Aqua,MODIS,73,6.03,285.6,13.1,D,0
38.6641,-2.8393,308.7,1,1,2021-01-16,1317,Aqua,MODIS,68,6.03,284,10.7,D,0
43.5342,-5.8365,313.4,1.1,1,2021-01-16,1318,Aqua,MODIS,74,6.03,285.4,15.9,D,0
42.14,-5.3423,306.8,1,1,2021-01-18,1124,Terra,MODIS,64,6.03,276.6,10.7,D,0
40.7427,-6.4446,302,1,1,2021-01-18,1124,Terra,MODIS,50,6.03,282,6.9,D,0
37.1143,-5.8738,300.3,1.1,1,2021-01-18,1125,Terra,MODIS,34,6.03,289.3,4.1,D,0
38.4497,-1.2532,300.9,1.1,1,2021-01-18,1304,Aqua,MODIS,41,6.03,289.9,4.6,D,0
38.4477,-1.2655,303.9,1.1,1,2021-01-18,1304,Aqua,MODIS,57,6.03,290.5,6.5,D,0
39.7172,-0.7113,300,1,1,2021-01-18,1304,Aqua,MODIS,22,6.03,287.4,4.3,D,0
37.5881,-1.637,305.9,1.2,1.1,2021-01-18,1304,Aqua,MODIS,62,6.03,291.2,7.9,D,0
43.3108,-4.7987,304.3,1.2,1.1,2021-01-21,1336,Aqua,MODIS,55,6.03,286.4,8.8,D,0
37.8237,-1.341,311.9,1,1,2021-01-22,1100,Terra,MODIS,72,6.03,292,10.4,D,0
37.822,-1.3299,315.9,1,1,2021-01-22,1100,Terra,MODIS,76,6.03,291.3,13.9,D,0
37.9884,-1.0817,303.4,1,1,2021-01-22,1100,Terra,MODIS,56,6.03,291.3,4.5,D,0
36.8731,-2.8967,313.5,1.2,1.1,2021-01-22,2204,Terra,MODIS,44,6.03,276.2,18.9,N,0
36.8922,-2.9014,309.8,1.2,1.1,2021-01-22,2204,Terra,MODIS,39,6.03,276.4,16.3,N,0
36.8611,-2.8886,319.7,1.2,1.1,2021-01-22,2204,Terra,MODIS,99,6.03,276.1,27.2,N,0
36.866,-2.8805,313.5,1.2,1.1,2021-01-22,2204,Terra,MODIS,64,6.03,275.4,19.6,N,0
36.8634,-2.8954,312.4,1.2,1.1,2021-01-22,2204,Terra,MODIS,59,6.03,276.1,18.3,N,0
41.1808,1.2364,300.9,1.3,1.2,2021-01-23,0218,Aqua,MODIS,35,6.03,278.8,13.1,N,0
36.8749,-2.9014,303.3,1.1,1,2021-01-23,0219,Aqua,MODIS,54,6.03,278.5,10.4,N,0
36.869,-2.9127,304.1,1,1,2021-01-23,1322,Aqua,MODIS,50,6.03,292.3,4.3,D,0
40.6904,0.51,302.5,1.1,1,2021-01-24,1047,Terra,MODIS,52,6.03,285.8,7,D,0
39.5544,-0.3823,301.4,2.1,1.4,2021-01-25,2235,Terra,MODIS,40,6.03,280.1,23.5,N,0
37.6461,-1.373,300.8,1.7,1.3,2021-01-26,1036,Terra,MODIS,38,6.03,288.5,6.9,D,0
37.6427,-1.3813,310.3,1.4,1.2,2021-01-27,1119,Terra,MODIS,70,6.03,292.2,10.6,D,0
37.6483,-1.3739,307.2,1.4,1.2,2021-01-27,1119,Terra,MODIS,65,6.03,292.1,7.3,D,0
37.6512,-1.3894,306.5,1.4,1.2,2021-01-27,1119,Terra,MODIS,59,6.03,292,6.8,D,0
38.5652,-1.6431,310.4,1.3,1.1,2021-01-27,1258,Aqua,MODIS,70,6.03,286.5,14.9,D,0
38.3209,-1.6775,308.5,1.3,1.1,2021-01-27,1258,Aqua,MODIS,67,6.03,285.7,13.1,D,0
41.1808,1.2285,313.4,1,1,2021-01-27,1259,Aqua,MODIS,74,6.03,287.1,11.8,D,2
28.0259,-15.4234,317.3,1.3,1.1,2021-01-28,0240,Aqua,MODIS,93,6.03,285.6,25.7,N,2
41.1767,1.2275,300,2,1.4,2021-01-28,1022,Terra,MODIS,22,6.03,283.8,10.6,D,2
38.6648,-4.054,302.7,1.3,1.1,2021-01-28,1341,Aqua,MODIS,53,6.03,289.4,6.1,D,2
41.1799,1.2358,300.9,1.2,1.1,2021-01-29,1105,Terra,MODIS,43,6.03,288.8,4.9,D,0
42.3805,-1.7939,300.7,1,1,2021-01-29,1105,Terra,MODIS,41,6.03,286.1,5,D,0
41.1597,-0.464,315.1,1,1,2021-01-29,1105,Terra,MODIS,75,6.03,289.1,14.1,D,0
41.1811,1.2214,309.5,1.2,1.1,2021-01-29,1246,Aqua,MODIS,69,6.03,285.3,11.6,D,2
41.1836,1.2355,302.6,1.2,1.1,2021-01-29,1246,Aqua,MODIS,53,6.03,284.5,6,D,0
38.3459,-1.6932,305.6,2,1.4,2021-01-29,1246,Aqua,MODIS,62,6.03,295,13.4,D,0
41.2392,-0.8165,301.6,1.5,1.2,2021-01-29,1247,Aqua,MODIS,48,6.03,286.5,8.5,D,0
41.1882,1.2396,301,1.6,1.3,2021-01-30,0224,Aqua,MODIS,36,6.03,281.3,15.2,N,2
38.8936,-0.3718,313.8,1.4,1.2,2021-01-30,1329,Aqua,MODIS,74,6.03,291.2,20.2,D,0
38.9183,-0.44,329,1.4,1.2,2021-01-30,1329,Aqua,MODIS,86,6.03,291.1,43.9,D,0
38.8952,-0.3559,306.2,1.4,1.2,2021-01-30,1329,Aqua,MODIS,63,6.03,290.4,11.2,D,0
41.1801,1.2122,305.2,1.8,1.3,2021-01-30,1329,Aqua,MODIS,49,6.03,289.5,14.1,D,2
38.92,-0.4242,322.8,1.4,1.2,2021-01-30,1329,Aqua,MODIS,82,6.03,290.6,32.2,D,0
37.3478,-6.0614,305.9,3.3,1.7,2021-01-31,0308,Aqua,MODIS,66,6.03,277.3,61.5,N,2
41.1816,1.232,334.4,1,1,2021-01-31,1053,Terra,MODIS,89,6.03,286.6,37,D,2
41.3458,-0.6994,310.2,1,1,2021-01-31,2159,Terra,MODIS,79,6.03,283.7,13.1,N,0
43.3097,-5.2058,301.8,1.4,1.2,2021-01-31,2159,Terra,MODIS,44,6.03,280.6,13.4,N,0
42.4274,-2.0181,302.8,1.1,1,2021-01-31,2159,Terra,MODIS,52,6.03,281.8,9.3,N,0
43.3112,-5.2015,305.7,1.2,1.1,2021-02-01,0211,Aqua,MODIS,65,6.03,281.1,14.1,N,0
41.3511,-0.6895,311.8,1,1,2021-02-01,0212,Aqua,MODIS,83,6.03,282.9,14.7,N,0
37.1325,-2.4244,305.5,2.3,1.5,2021-02-01,1137,Terra,MODIS,47,6.03,294.1,13.1,D,0
37.1734,-2.4323,305.5,2.3,1.5,2021-02-01,1137,Terra,MODIS,59,6.03,294,16.6,D,0
37.1282,-2.4409,334.7,1,1,2021-02-01,1316,Aqua,MODIS,89,6.03,299.2,29.6,D,0
38.1619,-1.0325,306,1,1,2021-02-01,1316,Aqua,MODIS,60,6.03,295.8,3.6,D,0
37.1733,-2.4456,310.5,1,1,2021-02-01,1316,Aqua,MODIS,64,6.03,299,5.6,D,0
37.1316,-2.4188,321.2,1,1,2021-02-01,1316,Aqua,MODIS,81,6.03,299.1,13.2,D,0
37.1299,-2.4299,391,1,1,2021-02-01,1316,Aqua,MODIS,100,6.03,308,202.1,D,0
41.7011,0.8373,311.2,1.2,1.1,2021-02-01,1317,Aqua,MODIS,71,6.03,289,14.1,D,0
41.1649,1.2206,308.8,1.3,1.1,2021-02-01,1317,Aqua,MODIS,68,6.03,291.5,10.8,D,2
41.1584,1.1612,322,1.2,1.1,2021-02-01,1317,Aqua,MODIS,81,6.03,289.4,27,D,0
38.3153,-1.2669,305.9,1.4,1.2,2021-02-02,1042,Terra,MODIS,62,6.03,292,9.2,D,0
38.3271,-1.6922,305.4,1.5,1.2,2021-02-02,1042,Terra,MODIS,52,6.03,291.3,9.4,D,0
38.3361,-1.6737,303.1,1.5,1.2,2021-02-02,1042,Terra,MODIS,38,6.03,291.8,7.1,D,0
38.3378,-1.6905,308.1,1.5,1.2,2021-02-02,1042,Terra,MODIS,66,6.03,291.6,12.4,D,0
37.6213,-1.4017,311.8,1.4,1.2,2021-02-02,1042,Terra,MODIS,72,6.03,294.4,12.8,D,0
42.5203,-3.0447,300.7,1.3,1.1,2021-02-03,0159,Aqua,MODIS,32,6.03,280.6,11,N,0
43.5233,-5.727,302.6,1,1,2021-02-03,1123,Terra,MODIS,53,6.03,289.1,5.1,D,2
41.7235,1.0976,301,1,1,2021-02-03,1305,Aqua,MODIS,44,6.03,289.4,3.3,D,0
42.1139,-1.0138,312.8,1.1,1,2021-02-05,1111,Terra,MODIS,73,6.03,283.9,13.9,D,0
42.1462,-1.7879,314.6,1,1,2021-02-05,1111,Terra,MODIS,75,6.03,287.6,13.9,D,0
42.1118,-1.0012,313.5,1.1,1,2021-02-05,1111,Terra,MODIS,74,6.03,283.4,14.6,D,0
40.4757,-1.2873,327.4,1.1,1,2021-02-05,1112,Terra,MODIS,85,6.03,285.7,30.3,D,0
39.0619,-2.1333,310.4,1.7,1.3,2021-02-05,1252,Aqua,MODIS,63,6.03,284.8,21.2,D,0
40.3078,-3.7393,305.8,1.9,1.3,2021-02-05,1253,Aqua,MODIS,62,6.03,286.9,15.7,D,2
38.9754,-0.5722,301.2,1.2,1.1,2021-02-08,1323,Aqua,MODIS,45,6.03,290.1,4.6,D,0
38.977,-0.5589,335.6,1.2,1.1,2021-02-08,1323,Aqua,MODIS,90,6.03,291.1,45.1,D,0
39.1832,-0.2893,312.3,1.5,1.2,2021-02-12,1118,Terra,MODIS,72,6.03,291.4,18.1,D,0
39.1803,-0.2966,304.9,1.5,1.2,2021-02-12,1118,Terra,MODIS,55,6.03,290.5,9.5,D,0
39.1771,-0.2801,304.1,1.5,1.2,2021-02-12,1118,Terra,MODIS,31,6.03,290.7,8.5,D,0
37.6874,-0.9177,303.8,1.5,1.2,2021-02-12,1118,Terra,MODIS,57,6.03,291.2,6.3,D,0
37.6589,-4.5858,302.9,1,1,2021-02-12,1119,Terra,MODIS,54,6.03,290.5,4.9,D,0
37.6499,-4.588,303.9,1,1,2021-02-12,1119,Terra,MODIS,57,6.03,290.8,5.5,D,0
38.0537,-0.6887,308.6,1.2,1.1,2021-02-12,1258,Aqua,MODIS,0,6.03,295.5,6.6,D,0
36.8885,-2.1594,311.1,3.7,1.8,2021-02-13,2127,Terra,MODIS,73,6.03,279.7,93.5,N,0
43.2535,-4.5105,308.4,1,1,2021-02-14,2211,Terra,MODIS,74,6.03,278,12.9,N,0
36.9367,-2.3392,307.7,1.1,1,2021-02-15,1328,Aqua,MODIS,52,6.03,293.8,5.7,D,0
37.5896,-7.0917,301.5,1.1,1,2021-02-15,1329,Aqua,MODIS,48,6.03,287.7,4.7,D,0
37.5694,-7.2141,302.5,1.1,1,2021-02-15,1329,Aqua,MODIS,53,6.03,288.6,5.1,D,0
38.7666,-6.8124,307.2,1,1,2021-02-15,1329,Aqua,MODIS,65,6.03,292.4,6.4,D,0
37.5499,-6.0642,315.8,1,1,2021-02-15,1329,Aqua,MODIS,53,6.03,293.7,11.2,D,0
42.6621,1.2476,306.7,1,1,2021-02-16,1052,Terra,MODIS,60,6.03,277.5,10.2,D,0
42.6721,1.2444,342,1,1,2021-02-16,1052,Terra,MODIS,81,6.03,277.9,49.5,D,0
37.2901,-1.97,303.1,1.1,1,2021-02-16,1054,Terra,MODIS,52,6.03,291.8,4.4,D,0
38.2509,-1.6585,315.2,1.1,1,2021-02-16,1054,Terra,MODIS,75,6.03,286.4,15.4,D,0
38.3103,-1.2721,304,1,1,2021-02-16,1054,Terra,MODIS,58,6.03,286.8,6.3,D,0
37.5345,-5.9256,304,1.4,1.2,2021-02-17,1137,Terra,MODIS,51,6.03,288.9,7.1,D,0
38.4408,-6.2218,302.3,1.3,1.1,2021-02-17,1137,Terra,MODIS,47,6.03,287,6.1,D,0
38.6292,-3.9633,310.9,1.1,1,2021-02-17,1317,Aqua,MODIS,70,6.03,295,8.4,D,0
40.3514,-2.3708,300.5,1,1,2021-02-17,1317,Aqua,MODIS,39,6.03,287.9,3.1,D,0
38.6312,-3.9513,306.9,1.1,1,2021-02-17,1317,Aqua,MODIS,58,6.03,294.6,5.5,D,0
43.2466,-4.2575,307.1,1,1,2021-02-17,1318,Aqua,MODIS,43,6.03,281.1,9.2,D,0
43.5238,-5.7348,301.6,1.1,1,2021-02-17,1318,Aqua,MODIS,48,6.03,285.8,5.7,D,2
43.2485,-4.2454,307.6,1,1,2021-02-17,1318,Aqua,MODIS,50,6.03,281.9,9.5,D,0
42.652,1.109,303.9,1.2,1.1,2021-02-18,1040,Terra,MODIS,57,6.03,282.5,9.3,D,0
42.6538,1.0934,304.7,1.2,1.1,2021-02-18,1040,Terra,MODIS,59,6.03,281.6,9.9,D,0
38.0249,-0.9049,300.9,1.3,1.1,2021-02-18,1041,Terra,MODIS,37,6.03,288.8,4.5,D,0
38.2572,-1.6656,301.6,1.5,1.2,2021-02-18,1041,Terra,MODIS,48,6.03,288.5,7.3,D,0
38.2555,-1.6492,300,1.4,1.2,2021-02-18,1041,Terra,MODIS,15,6.03,287.4,5.5,D,0
39.1021,-0.47,301.2,1.3,1.1,2021-02-18,1041,Terra,MODIS,45,6.03,284.9,6.6,D,0
43.5425,-5.8279,309.5,2.1,1.4,2021-02-18,2147,Terra,MODIS,77,6.03,276,40.1,N,2
43.5427,-5.8347,314.4,2.1,1.4,2021-02-18,2147,Terra,MODIS,89,6.03,276.1,51.2,N,2
39.8265,-5.6372,302.9,1,1,2021-02-19,1124,Terra,MODIS,54,6.03,289.7,5.1,D,0
38.5679,-3.0849,302.7,1.3,1.1,2021-02-19,1124,Terra,MODIS,53,6.03,292.3,4.9,D,0
38.7208,-5.5096,301.1,1.1,1,2021-02-19,1124,Terra,MODIS,44,6.03,290.2,4.1,D,0
36.9429,-3.3631,315.7,1.4,1.2,2021-02-19,1304,Aqua,MODIS,75,6.03,293.1,20.3,D,0
41.5739,-1.3033,310.7,1,1,2021-02-19,1305,Aqua,MODIS,70,6.03,294.7,7.4,D,0
41.4443,-1.3053,306.3,1,1,2021-02-19,1305,Aqua,MODIS,63,6.03,295.4,4.2,D,0
42.2729,-2.0409,334.2,1.1,1,2021-02-19,1305,Aqua,MODIS,89,6.03,290.4,36.7,D,0
42.9349,-1.0769,300.1,1,1,2021-02-19,1305,Aqua,MODIS,28,6.03,286.1,4.9,D,0
40.4723,-1.2873,313.7,1.1,1,2021-02-19,1305,Aqua,MODIS,74,6.03,292.9,11.4,D,0
41.572,-1.3155,308.3,1,1,2021-02-19,1305,Aqua,MODIS,67,6.03,295.5,5.6,D,0
42.1253,-1.5749,301,1,1,2021-02-19,1305,Aqua,MODIS,43,6.03,289.8,3.6,D,0
41.4001,-1.2291,313.5,1,1,2021-02-19,1305,Aqua,MODIS,74,6.03,295,9.7,D,0
40.2409,-0.8786,302.9,1,1,2021-02-19,1305,Aqua,MODIS,54,6.03,292.6,4,D,0
40.4338,-1.0689,301.1,1,1,2021-02-19,1305,Aqua,MODIS,44,6.03,290.8,3,D,0
42.2709,-2.0534,322.9,1.1,1,2021-02-19,1305,Aqua,MODIS,82,6.03,290.4,21.5,D,0
42.3134,-1.9087,307,1.1,1,2021-02-19,1305,Aqua,MODIS,65,6.03,287.7,7.5,D,0
42.3857,-1.3355,305.1,1,1,2021-02-19,1305,Aqua,MODIS,61,6.03,288.7,6.8,D,0
43.4256,-4.9829,324,1.1,1.1,2021-02-19,2230,Terra,MODIS,100,6.03,284.9,29.2,N,0
43.2913,-5.3401,300.7,1.1,1,2021-02-19,2230,Terra,MODIS,32,6.03,279.8,8.5,N,0
43.424,-4.997,314.4,1.1,1.1,2021-02-19,2230,Terra,MODIS,89,6.03,284.2,18.4,N,0
43.3619,-4.9662,312.8,3.1,1.7,2021-02-20,1206,Terra,MODIS,52,6.03,278.4,66.2,D,0
43.3507,-4.2548,301.3,1,1,2021-02-21,1111,Terra,MODIS,43,6.03,280.7,5.7,D,0
43.2762,-3.7063,308.7,1,1,2021-02-21,1111,Terra,MODIS,67,6.03,288.2,8.6,D,0
43.2779,-3.7184,312.8,1,1,2021-02-21,1111,Terra,MODIS,73,6.03,288.3,12.1,D,0
43.3378,-3.6849,302.4,1,1,2021-02-21,1111,Terra,MODIS,51,6.03,288.8,4.4,D,0
43.236,-4.3665,314.2,1,1,2021-02-21,1111,Terra,MODIS,60,6.03,270.3,15.9,D,0
43.2915,-1.7333,337.7,1,1,2021-02-21,1111,Terra,MODIS,91,6.03,289.5,37.7,D,0
43.2826,-1.7361,325.7,1,1,2021-02-21,1111,Terra,MODIS,63,6.03,287,21.1,D,0
43.3203,-3.6252,301.7,1,1,2021-02-21,1111,Terra,MODIS,48,6.03,287.8,4.6,D,0
43.353,-4.2021,313.9,1,1,2021-02-21,1111,Terra,MODIS,74,6.03,280.2,14.9,D,0
43.2392,-4.2491,322.9,1,1,2021-02-21,1111,Terra,MODIS,82,6.03,284.8,21,D,0
43.2105,-4.2358,312.2,1,1,2021-02-21,1111,Terra,MODIS,37,6.03,281.2,12,D,0
37.5598,-7.236,307.8,1,1,2021-02-22,1335,Aqua,MODIS,57,6.03,285.7,8,D,0
43.5409,-5.8279,304.1,1.6,1.2,2021-02-23,1058,Terra,MODIS,58,6.03,289.3,12.4,D,2
40.4842,-1.2958,301.5,1,1,2021-02-23,1059,Terra,MODIS,47,6.03,288.1,4.8,D,0
40.4825,-1.2841,309.8,1,1,2021-02-23,1059,Terra,MODIS,69,6.03,287.7,9.9,D,0
37.1322,-3.6773,300.7,1.1,1,2021-02-23,1100,Terra,MODIS,40,6.03,287.6,4.3,D,0
40.4864,-1.2803,304.5,2.1,1.4,2021-02-23,1240,Aqua,MODIS,59,6.03,288.7,13.7,D,0
40.4797,-1.2957,305.7,2.1,1.4,2021-02-23,1240,Aqua,MODIS,62,6.03,289.1,17.9,D,0
40.4848,-1.2725,301.2,2.1,1.4,2021-02-23,1240,Aqua,MODIS,46,6.03,289.5,9.6,D,0
28.1299,-16.4719,319.4,1.1,1,2021-02-23,1416,Aqua,MODIS,67,6.03,301.4,10,D,0
28.1316,-16.4612,317.5,1.1,1,2021-02-23,1416,Aqua,MODIS,51,6.03,302.5,7.9,D,0
43.3656,-4.6181,317.3,1.1,1,2021-02-24,0217,Aqua,MODIS,95,6.03,284.4,19.3,N,0
43.3564,-4.6196,307.1,1.1,1,2021-02-24,0217,Aqua,MODIS,70,6.03,282.1,11.5,N,0
43.1266,-4.1748,300.3,1.6,1.2,2021-02-24,1141,Terra,MODIS,31,6.03,287.1,9.7,D,0
38.4405,-6.2367,307,1.1,1.1,2021-02-24,1323,Aqua,MODIS,65,6.03,290.4,7.6,D,0
38.6336,-3.9575,305.6,1,1,2021-02-24,1323,Aqua,MODIS,62,6.03,294.6,4.5,D,0
39.8179,-5.6442,321,1.1,1,2021-02-24,1323,Aqua,MODIS,73,6.03,290.5,18.4,D,0
39.7901,-5.6996,300.6,1.1,1,2021-02-24,1323,Aqua,MODIS,33,6.03,289.5,3.9,D,0
39.5681,-7.0816,301.5,1.2,1.1,2021-02-24,1323,Aqua,MODIS,47,6.03,290.1,5.1,D,0
43.248,-6.6591,313,1,1,2021-02-24,1324,Aqua,MODIS,73,6.03,290.8,12.5,D,0
43.0852,-3.9323,306.2,1,1,2021-02-24,1324,Aqua,MODIS,48,6.03,287.7,8.1,D,0
43.1176,-4.1694,310.4,1,1,2021-02-24,1324,Aqua,MODIS,70,6.03,288.5,10.5,D,0
43.5339,-5.8318,306.7,1,1,2021-02-24,1324,Aqua,MODIS,64,6.03,293.7,6.3,D,2
41.4579,-5.8289,304.5,1,1,2021-02-24,1324,Aqua,MODIS,59,6.03,290.1,5.6,D,0
41.9877,-6.1181,304.4,1,1,2021-02-24,1324,Aqua,MODIS,59,6.03,289.2,6.4,D,0
41.4598,-5.8168,308.2,1,1,2021-02-24,1324,Aqua,MODIS,67,6.03,290.1,8,D,0
43.257,-6.6614,303.8,1,1,2021-02-24,1324,Aqua,MODIS,45,6.03,287.7,5.6,D,0
43.1439,-3.9085,302.7,1,1,2021-02-24,1324,Aqua,MODIS,53,6.03,291.3,5.2,D,0
43.4109,-5.2883,303.6,1,1,2021-02-24,1324,Aqua,MODIS,56,6.03,289.2,5.1,D,0
42.8377,0.7212,308.3,1.1,1,2021-02-25,1046,Terra,MODIS,61,6.03,289.9,9.9,D,0
37.6202,-1.2881,303.6,1.2,1.1,2021-02-25,1048,Terra,MODIS,43,6.03,288.4,4.9,D,0
41.5685,-0.7045,304.6,1,1,2021-02-26,1311,Aqua,MODIS,59,6.03,286.2,6.5,D,0
42.8317,0.7254,302.3,1.1,1,2021-02-26,1311,Aqua,MODIS,25,6.03,282.4,6.3,D,0
42.8299,0.7114,312,1.1,1,2021-02-26,1311,Aqua,MODIS,72,6.03,282.1,13.6,D,0
42.837,0.7163,314.7,1.1,1,2021-02-26,1311,Aqua,MODIS,75,6.03,282.6,16.7,D,0
40.1786,-5.8964,311.6,1.4,1.2,2021-02-26,1311,Aqua,MODIS,71,6.03,274.2,21.1,D,0
41.4494,-1.306,300.7,1.9,1.3,2021-02-27,1034,Terra,MODIS,40,6.03,288.1,8.3,D,0
43.1838,-1.8811,310.9,2.1,1.4,2021-02-27,1034,Terra,MODIS,71,6.03,283.4,35.3,D,0
43.1235,-1.758,302.8,2.1,1.4,2021-02-27,1034,Terra,MODIS,54,6.03,283.4,17.4,D,0
43.5412,-5.8304,306.4,1,1,2021-02-28,2224,Terra,MODIS,68,6.03,279.1,11.7,N,2
37.744,-5.3231,300.6,1.1,1,2021-03-02,1106,Terra,MODIS,39,6.03,288.2,3.8,D,0
43.129,-3.8726,300.5,2,1.4,2021-03-03,1147,Terra,MODIS,38,6.03,285.4,13.2,D,0
43.1338,-3.8941,321,2,1.4,2021-03-03,1147,Terra,MODIS,81,6.03,286.9,51.9,D,0
43.145,-3.9444,319.9,2,1.4,2021-03-03,1147,Terra,MODIS,80,6.03,286.4,47.5,D,0
38.4379,-6.2274,307.1,1,1,2021-03-03,1329,Aqua,MODIS,64,6.03,293.1,5.5,D,0
40.2823,-5.6484,301.9,1,1,2021-03-03,1329,Aqua,MODIS,43,6.03,288.5,4.4,D,0
38.4361,-6.239,306.2,1,1,2021-03-03,1329,Aqua,MODIS,43,6.03,292.7,4.7,D,0
38.4397,-6.2159,305.9,1,1,2021-03-03,1329,Aqua,MODIS,49,6.03,292.8,4.5,D,0
38.4309,-6.2201,318.2,1,1,2021-03-03,1329,Aqua,MODIS,35,6.03,293.4,12,D,0
43.1552,-3.9174,309.2,1.1,1,2021-03-03,1330,Aqua,MODIS,67,6.03,291.1,9.2,D,0
43.0943,-3.9463,303,1.1,1,2021-03-03,1330,Aqua,MODIS,54,6.03,288.9,6.5,D,0
43.1273,-3.9106,305.5,1.1,1,2021-03-03,1330,Aqua,MODIS,62,6.03,291.3,6.7,D,0
43.096,-3.9319,302.2,1.1,1,2021-03-03,1330,Aqua,MODIS,51,6.03,290.4,5.7,D,0
42.9959,-2.457,313.6,1.3,1.1,2021-03-04,1052,Terra,MODIS,74,6.03,288.4,18.8,D,0
43.1249,-1.8759,309.6,1.2,1.1,2021-03-04,1052,Terra,MODIS,69,6.03,288.3,12.7,D,0
43.1151,-1.8781,300.3,1.2,1.1,2021-03-04,1052,Terra,MODIS,12,6.03,286.8,5.1,D,0
43.2272,-2.1566,304.4,1.2,1.1,2021-03-04,1052,Terra,MODIS,59,6.03,290,7.8,D,0
43.2277,-2.1625,300.3,1.2,1.1,2021-03-04,1052,Terra,MODIS,33,6.03,289.6,4.7,D,0
41.4905,0.3886,302.5,1,1,2021-03-04,1053,Terra,MODIS,53,6.03,287.4,3.9,D,0
38.4611,-3.6675,301.5,1.3,1.1,2021-03-04,1054,Terra,MODIS,48,6.03,284.2,7,D,0
42.9791,-2.0108,305,2.4,1.5,2021-03-04,1235,Aqua,MODIS,60,6.03,287,26.1,D,0
43.1429,-1.7116,305.5,2.3,1.5,2021-03-04,1235,Aqua,MODIS,62,6.03,288.9,23.3,D,0
43.1135,-1.668,300.1,2.2,1.5,2021-03-04,1235,Aqua,MODIS,28,6.03,287.6,13.1,D,0
27.9283,-15.4202,313.6,1.1,1.1,2021-03-04,1409,Aqua,MODIS,59,6.03,301.5,5.2,D,0
41.2196,1.4792,302.6,1.3,1.1,2021-03-05,1317,Aqua,MODIS,53,6.03,285.6,7,D,0
42.5939,-3.6088,319.5,1,1,2021-03-05,1318,Aqua,MODIS,79,6.03,287,17.5,D,0
42.3143,-5.2842,304.1,1.1,1,2021-03-05,1318,Aqua,MODIS,58,6.03,287.8,6,D,0
41.9584,-4.4975,301.7,1,1,2021-03-05,1318,Aqua,MODIS,49,6.03,290.2,3.6,D,2
39.8226,-5.6382,304.1,1,1,2021-03-07,1124,Terra,MODIS,58,6.03,290.7,5.4,D,0
37.5898,-5.8187,300.6,1.1,1,2021-03-07,1124,Terra,MODIS,27,6.03,284.5,3.8,D,2
41.9931,-6.7769,302.1,1.2,1.1,2021-03-09,1111,Terra,MODIS,51,6.03,283,9.1,D,0
