latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
43.0898,-5.7189,308.6,1.2,1.1,2022-01-03,1130,Terra,MODIS,67,6.03,282,13.8,D,0
43.0612,-5.8056,311.4,1.2,1.1,2022-01-03,1130,Terra,MODIS,71,6.03,278.4,16.1,D,0
37.0762,-3.803,309.9,1.1,1,2022-01-03,1317,Aqua,MODIS,69,6.03,290.9,9.6,D,0
37.4482,-3.2782,308,1,1,2022-01-03,1317,Aqua,MODIS,66,6.03,293.4,6.9,D,0
37.0801,-3.7791,305.1,1.1,1,2022-01-03,1317,Aqua,MODIS,45,6.03,290.9,5.8,D,0
39.7238,-4.2268,301.2,1.1,1,2022-01-03,1318,Aqua,MODIS,45,6.03,288.2,4.6,D,0
39.8696,-4.3123,304.9,1.1,1,2022-01-03,1318,Aqua,MODIS,52,6.03,287.5,7.3,D,0
39.8471,-4.5103,347.1,1.1,1,2022-01-03,1318,Aqua,MODIS,95,6.03,288,63.1,D,0
39.9196,-4.1045,303.5,1,1,2022-01-03,1318,Aqua,MODIS,56,6.03,287.6,6.2,D,0
39.8452,-4.5226,314.4,1.1,1,2022-01-03,1318,Aqua,MODIS,56,6.03,286.9,13.7,D,0
40.7953,-6.3103,301.6,1.2,1.1,2022-01-03,1318,Aqua,MODIS,48,6.03,286.4,6.9,D,0
41.1986,-4.8094,317,1.1,1,2022-01-03,1318,Aqua,MODIS,73,6.03,284.6,16.7,D,0
43.2861,-4.5023,304.4,1.7,1.3,2022-01-03,2236,Terra,MODIS,60,6.03,272,19.2,N,0
43.2836,-4.0041,300.8,1.8,1.3,2022-01-03,2236,Terra,MODIS,34,6.03,281.1,14.6,N,0
43.2976,-4.503,318.1,1.7,1.3,2022-01-03,2236,Terra,MODIS,96,6.03,273,39.7,N,0
43.4253,-6.5409,308.6,1.4,1.2,2022-01-04,0255,Aqua,MODIS,62,6.03,285.5,17.1,N,0
43.4312,-6.5442,304.2,1.4,1.2,2022-01-04,0255,Aqua,MODIS,40,6.03,285.3,11.9,N,0
43.1624,-6.247,312,1.5,1.2,2022-01-04,0255,Aqua,MODIS,84,6.03,278.9,25.9,N,0
43.2007,-6.7219,303.4,1.4,1.2,2022-01-04,0255,Aqua,MODIS,55,6.03,280.8,14.8,N,0
39.2979,-5.2295,320.7,1.1,1,2022-01-05,1118,Terra,MODIS,76,6.03,281.7,23,D,0
39.9263,-4.1004,301.8,1.1,1.1,2022-01-05,1118,Terra,MODIS,49,6.03,281.5,8.6,D,0
37.0919,-5.8681,307.4,1.1,1,2022-01-05,1119,Terra,MODIS,65,6.03,287,9.3,D,0
38.7181,-0.7392,341.5,1.1,1,2022-01-05,1305,Aqua,MODIS,80,6.03,287.8,50.9,D,0
38.7272,-0.7414,303.2,1.1,1,2022-01-05,1305,Aqua,MODIS,46,6.03,285.7,7.5,D,0
28.6196,-17.8917,305.8,1.9,1.3,2022-01-07,0330,Aqua,MODIS,16,6.03,293.7,21.1,N,2
39.1125,-1.985,301,1.1,1,2022-01-07,1106,Terra,MODIS,36,6.03,281,6.5,D,0
36.701,-6.2295,302.5,1,1,2022-01-08,1335,Aqua,MODIS,52,6.03,288.5,5,D,0
39.8691,-5.6774,303.4,1,1,2022-01-10,1324,Aqua,MODIS,31,6.03,288,5.5,D,0
39.8781,-5.6799,315.5,1,1,2022-01-10,1324,Aqua,MODIS,72,6.03,288.3,15,D,0
38.2527,-1.6131,302.9,1.2,1.1,2022-01-11,1042,Terra,MODIS,54,6.03,287.1,7.7,D,0
38.2543,-1.6267,307.5,1.2,1.1,2022-01-11,1042,Terra,MODIS,66,6.03,285.3,11.6,D,0
41.2863,-0.3953,301,1.9,1.4,2022-01-12,1124,Terra,MODIS,44,6.03,284,15.8,D,0
41.2781,-0.381,302.8,1.9,1.4,2022-01-12,1124,Terra,MODIS,54,6.03,283.7,17.3,D,0
37.3185,-4.0495,302.9,1.5,1.2,2022-01-12,1125,Terra,MODIS,54,6.03,283.8,12.5,D,0
37.404,-6.8726,300.9,1.1,1,2022-01-12,1125,Terra,MODIS,43,6.03,288.9,4.7,D,0
37.5657,-0.9152,307.1,1,1,2022-01-12,1311,Aqua,MODIS,0,6.03,287.3,9,D,2
37.9672,-1.3731,300.9,1,1,2022-01-12,1311,Aqua,MODIS,41,6.03,289,4.2,D,0
38.2521,-1.6844,309.1,1,1,2022-01-12,1311,Aqua,MODIS,68,6.03,292.1,9.4,D,0
39.0432,-2.1385,316.3,1,1,2022-01-12,1311,Aqua,MODIS,77,6.03,288.4,16,D,0
40.2377,-2.0797,303.4,1,1,2022-01-12,1312,Aqua,MODIS,56,6.03,284.9,8.1,D,0
39.6335,-2.0909,300.3,1,1,2022-01-12,1312,Aqua,MODIS,34,6.03,285.2,5.5,D,0
39.6509,-2.801,326.9,1.1,1,2022-01-12,1312,Aqua,MODIS,80,6.03,286,28.4,D,0
39.6489,-2.8131,307.1,1.1,1,2022-01-12,1312,Aqua,MODIS,61,6.03,285.1,9.1,D,0
39.658,-2.8156,310.3,1.1,1,2022-01-12,1312,Aqua,MODIS,66,6.03,285.5,11.8,D,0
39.917,-2.8156,308.4,1.1,1,2022-01-12,1312,Aqua,MODIS,67,6.03,285.8,10.2,D,0
39.915,-2.8278,328.1,1.1,1,2022-01-12,1312,Aqua,MODIS,85,6.03,287,30.3,D,0
41.2793,-0.383,307,1,1,2022-01-12,1312,Aqua,MODIS,64,6.03,287.5,8.8,D,0
41.2777,-0.395,311.8,1,1,2022-01-12,1312,Aqua,MODIS,72,6.03,287.2,12.3,D,0
40.5984,0.3646,302.4,1.5,1.2,2022-01-13,1029,Terra,MODIS,52,6.03,282.4,12.9,D,0
41.4398,-2.5059,341.8,1.1,1,2022-01-14,1111,Terra,MODIS,87,6.03,280.8,56.2,D,0
37.4338,-5.7137,300.2,1,1,2022-01-14,1113,Terra,MODIS,30,6.03,285.1,5,D,0
42.006,-6.9997,326.1,2.2,1.4,2022-01-14,1300,Aqua,MODIS,84,6.03,281.2,85.3,D,0
41.9898,-0.1057,301.6,1,1,2022-01-14,1300,Aqua,MODIS,48,6.03,284.4,6.5,D,0
40.1795,-5.8633,303.1,2.1,1.4,2022-01-14,1300,Aqua,MODIS,55,6.03,283.2,22.4,D,0
42.0115,-6.9755,311.1,2.1,1.4,2022-01-14,1300,Aqua,MODIS,71,6.03,279.8,42.4,D,0
43.5225,-5.73,301.2,1.2,1.1,2022-01-15,1343,Aqua,MODIS,46,6.03,286.8,8.2,D,2
28.6188,-17.8931,306.6,1.5,1.2,2022-01-15,2257,Terra,MODIS,35,6.03,294.8,17,N,2
37.4919,-6.2329,301.5,1,1,2022-01-17,1329,Aqua,MODIS,47,6.03,290.4,4,D,0
40.0975,-5.7037,300.1,1,1,2022-01-17,1330,Aqua,MODIS,26,6.03,287.1,4.7,D,0
38.2083,-0.9474,304.1,1,1,2022-01-18,1048,Terra,MODIS,58,6.03,285.3,7.6,D,0
28.6234,-17.8988,307.1,1.2,1.1,2022-01-18,2328,Terra,MODIS,51,6.03,293.5,11.9,N,2
43.5227,-5.7342,306.5,1.1,1.1,2022-01-19,1129,Terra,MODIS,64,6.03,282.7,11.8,D,2
42.1815,-6.9909,349.7,1.1,1,2022-01-19,1130,Terra,MODIS,96,6.03,282.8,73,D,0
42.1794,-6.9781,328.3,1.1,1,2022-01-19,1130,Terra,MODIS,86,6.03,281.5,33.7,D,0
38.7007,-3.7225,319.3,1.1,1,2022-01-19,1317,Aqua,MODIS,75,6.03,286.7,18.8,D,0
37.3548,-5.975,300.9,1.3,1.1,2022-01-19,1317,Aqua,MODIS,37,6.03,289,5.6,D,2
37.352,-5.9897,300.9,1.3,1.1,2022-01-19,1317,Aqua,MODIS,32,6.03,288.6,5.8,D,2
38.2834,-3.6068,318.2,1.1,1,2022-01-19,1317,Aqua,MODIS,78,6.03,288.4,17.7,D,0
38.2816,-3.6186,303.7,1.1,1,2022-01-19,1317,Aqua,MODIS,57,6.03,287.2,6.2,D,0
38.6988,-3.7343,305.3,1.1,1,2022-01-19,1317,Aqua,MODIS,58,6.03,286.9,7.3,D,0
39.6456,-3.9541,302.1,1,1,2022-01-19,1318,Aqua,MODIS,51,6.03,286.8,5.8,D,0
40.1878,-3.5756,300.3,1,1,2022-01-19,1318,Aqua,MODIS,33,6.03,286.9,4.7,D,0
40.6795,-2.2442,305,1,1,2022-01-19,1318,Aqua,MODIS,60,6.03,284.4,8.4,D,0
41.1638,-4.5042,305.7,1,1,2022-01-19,1318,Aqua,MODIS,62,6.03,286.7,9.2,D,0
41.3096,-4.6351,301.8,1.1,1,2022-01-19,1318,Aqua,MODIS,49,6.03,284.5,7.4,D,0
43.5207,-5.7241,301.2,1.1,1,2022-01-19,1319,Aqua,MODIS,45,6.03,285,6.6,D,2
43.5186,-5.7371,302.3,1.1,1,2022-01-19,1319,Aqua,MODIS,51,6.03,286.5,7.4,D,2
42.4295,-6.4004,303.7,4.1,1.9,2022-01-20,1212,Terra,MODIS,57,6.03,281.8,68.7,D,0
42.426,-6.4094,304.2,4.1,1.9,2022-01-20,1212,Terra,MODIS,58,6.03,282.2,71.2,D,0
37.7227,-7.1964,305.4,1.5,1.2,2022-01-20,1400,Aqua,MODIS,61,6.03,292.3,10.8,D,0
42.4289,-6.405,366.2,1.9,1.4,2022-01-20,1401,Aqua,MODIS,100,6.03,286,277.7,D,0
42.4271,-6.4278,358.8,1.9,1.4,2022-01-20,1401,Aqua,MODIS,99,6.03,287.3,222.7,D,0
42.3809,-1.6309,305.6,1.3,1.1,2022-01-21,1117,Terra,MODIS,62,6.03,279.3,14.8,D,0
36.6642,-6.3202,302,1.1,1.1,2022-01-22,1348,Aqua,MODIS,48,6.03,290.3,4.5,D,0
43.5251,-5.7354,301.4,1.1,1.1,2022-01-23,1105,Terra,MODIS,47,6.03,282.4,8.7,D,2
41.8974,-7.7056,315.9,2.9,1.6,2022-01-23,1254,Aqua,MODIS,74,6.03,280,75.3,D,0
41.8982,-7.71,302.7,2.9,1.6,2022-01-23,1254,Aqua,MODIS,22,6.03,279.5,30.3,D,0
37.5886,-3.0178,322.7,1.2,1.1,2022-01-24,1335,Aqua,MODIS,82,6.03,286.6,26.2,D,0
38.3624,-6.4575,301.4,1,1,2022-01-24,1336,Aqua,MODIS,47,6.03,285.3,4.8,D,0
40.269,-5.6616,309,1,1,2022-01-24,1336,Aqua,MODIS,68,6.03,283.2,11.6,D,0
42.8471,-7.0385,305.5,1,1,2022-01-24,1337,Aqua,MODIS,61,6.03,283.8,8.8,D,0
43.5247,-5.7286,304.2,1.1,1,2022-01-24,1337,Aqua,MODIS,58,6.03,286.7,8.4,D,2
42.8487,-7.0264,362.8,1,1,2022-01-24,1337,Aqua,MODIS,100,6.03,286.5,98.4,D,0
41.7844,-1.0912,300.7,1,1,2022-01-25,1053,Terra,MODIS,41,6.03,279,7.1,D,0
41.6395,-4.6579,305.2,1.3,1.1,2022-01-25,1053,Terra,MODIS,61,6.03,279.9,13.8,D,0
38.2088,-0.9444,307,1,1,2022-01-25,1054,Terra,MODIS,65,6.03,285.6,9.2,D,0
41.9618,-6.9461,323.9,3.3,1.7,2022-01-25,1420,Aqua,MODIS,78,6.03,282.7,135.6,D,0
41.9639,-6.9047,304.3,3.3,1.7,2022-01-25,1420,Aqua,MODIS,48,6.03,281.8,44.6,D,0
41.9605,-6.9127,310.2,3.3,1.7,2022-01-25,1420,Aqua,MODIS,66,6.03,281.7,69.2,D,0
41.9587,-6.9535,310.9,3.3,1.7,2022-01-25,1420,Aqua,MODIS,67,6.03,282.7,71.3,D,0
28.6185,-17.8928,305.7,1.4,1.2,2022-01-25,2334,Terra,MODIS,12,6.03,292.8,14.4,N,2
42.6706,-8.9673,300.7,1,1,2022-01-26,1136,Terra,MODIS,38,6.03,282.3,6.8,D,0
42.2971,-7.2875,302.7,1.2,1.1,2022-01-26,1136,Terra,MODIS,53,6.03,276.1,11,D,0
42.2956,-7.2948,300.8,1.2,1.1,2022-01-26,1136,Terra,MODIS,41,6.03,276.1,10.2,D,0
42.0065,-1.2301,305.4,1.2,1.1,2022-01-26,1324,Aqua,MODIS,61,6.03,286.7,9.4,D,0
41.0224,-5.8597,306.3,1,1,2022-01-26,1324,Aqua,MODIS,63,6.03,282.9,9.5,D,0
43.0459,-1.4836,308.9,1.2,1.1,2022-01-26,1325,Aqua,MODIS,68,6.03,286.5,14.1,D,0
42.2347,-6.2275,345.4,1,1,2022-01-26,1325,Aqua,MODIS,94,6.03,282.3,59.5,D,0
42.2328,-6.2398,300.8,1,1,2022-01-26,1325,Aqua,MODIS,42,6.03,279.9,7.3,D,0
43.0476,-1.4685,308.8,1.2,1.1,2022-01-26,1325,Aqua,MODIS,68,6.03,286.2,14.1,D,0
43.2041,-1.616,304.9,1.2,1.1,2022-01-26,1325,Aqua,MODIS,60,6.03,283.3,10.1,D,0
43.339,-4.8668,325.6,1,1,2022-01-26,1325,Aqua,MODIS,84,6.03,286.7,25.8,D,0
43.3478,-4.8692,301.8,1,1,2022-01-26,1325,Aqua,MODIS,48,6.03,285,6.5,D,0
42.6979,1.082,302.8,1.1,1,2022-01-27,1040,Terra,MODIS,0,6.03,281.6,8.2,D,0
41.732,-0.8152,302.5,1.2,1.1,2022-01-27,1040,Terra,MODIS,52,6.03,279.2,9.6,D,0
41.9891,-6.8137,315.1,1.7,1.3,2022-01-28,0206,Aqua,MODIS,91,6.03,274.8,41,N,0
41.9874,-6.7931,352.8,1.7,1.3,2022-01-28,0206,Aqua,MODIS,100,6.03,277.5,163.9,N,0
41.9787,-6.7815,320.8,1.7,1.3,2022-01-28,0206,Aqua,MODIS,98,6.03,275,49.2,N,0
41.992,-6.799,304.4,1.7,1.3,2022-01-28,0206,Aqua,MODIS,59,6.03,272.9,22.7,N,0
41.9562,-6.8311,354.5,1,1,2022-01-28,1123,Terra,MODIS,98,6.03,285.4,72.7,D,0
41.951,-6.8574,411.5,1,1,2022-01-28,1123,Terra,MODIS,100,6.03,304.9,337,D,0
41.9491,-6.8453,427.9,1,1,2022-01-28,1123,Terra,MODIS,100,6.03,309.2,475.4,D,0
40.6106,-0.9733,301.2,1.9,1.3,2022-01-28,1123,Terra,MODIS,45,6.03,285,12.9,D,0
41.9839,-6.8303,353.7,1,1,2022-01-28,1123,Terra,MODIS,97,6.03,285.1,72.2,D,0
41.9749,-6.8326,363.9,1,1,2022-01-28,1123,Terra,MODIS,100,6.03,286.6,99.6,D,0
43.0864,-8.8217,316.9,1,1,2022-01-28,1123,Terra,MODIS,77,6.03,284.6,18.6,D,0
41.989,-6.8041,335.7,1,1,2022-01-28,1123,Terra,MODIS,90,6.03,283.5,38.6,D,0
38.93,-6.0382,305.5,1.1,1.1,2022-01-28,1124,Terra,MODIS,62,6.03,285.2,9.1,D,0
37.559,-6.0621,301.9,1.2,1.1,2022-01-28,1125,Terra,MODIS,49,6.03,288.2,5.8,D,0
38.8596,-6.1807,300.3,1.6,1.2,2022-01-28,1311,Aqua,MODIS,35,6.03,288.5,6.6,D,0
38.9565,-2.0568,300.8,1,1,2022-01-28,1311,Aqua,MODIS,39,6.03,289.3,3.8,D,0
42.3773,-1.4655,301.9,1,1,2022-01-28,1312,Aqua,MODIS,50,6.03,285.7,5.7,D,0
41.9524,-6.8508,348.4,1.4,1.2,2022-01-28,1312,Aqua,MODIS,84,6.03,288.7,96,D,0
41.9492,-6.8676,379.6,1.5,1.2,2022-01-28,1312,Aqua,MODIS,100,6.03,295.1,257.7,D,0
41.9458,-6.8849,363.5,1.5,1.2,2022-01-28,1312,Aqua,MODIS,100,6.03,290.8,167.6,D,0
41.9768,-6.8394,332.7,1.4,1.2,2022-01-28,1312,Aqua,MODIS,43,6.03,286.9,52.1,D,0
40.7474,0.4899,300.7,1,1,2022-01-28,1312,Aqua,MODIS,40,6.03,289.5,4.3,D,0
42.1593,-1.6309,302.4,1,1,2022-01-28,1312,Aqua,MODIS,52,6.03,284.5,6.4,D,0
41.8669,-4.1909,314.3,1.1,1.1,2022-01-28,1312,Aqua,MODIS,75,6.03,288.6,16.5,D,0
42.379,-1.4535,307.6,1,1,2022-01-28,1312,Aqua,MODIS,66,6.03,285.4,9.2,D,0
43.0804,-8.8352,309,1.7,1.3,2022-01-28,1313,Aqua,MODIS,68,6.03,286.7,24.1,D,0
43.0847,-8.8146,302.2,1.7,1.3,2022-01-28,1313,Aqua,MODIS,51,6.03,285.2,14.6,D,0
43.5383,-5.833,305.6,1.2,1.1,2022-01-28,1313,Aqua,MODIS,55,6.03,283.8,10.7,D,2
41.9539,-6.7341,310.1,1.1,1,2022-01-28,2229,Terra,MODIS,79,6.03,276.5,16.3,N,0
41.9865,-6.9852,300.9,1.1,1,2022-01-28,2229,Terra,MODIS,36,6.03,275.8,9.7,N,0
40.2478,-5.6745,303,1.1,1.1,2022-01-28,2229,Terra,MODIS,52,6.03,275.5,12,N,0
41.8718,-7.8878,303.1,2.9,1.6,2022-01-29,1206,Terra,MODIS,55,6.03,284,32.5,D,0
41.8704,-7.8946,308.1,2.9,1.6,2022-01-29,1206,Terra,MODIS,67,6.03,284.4,47.6,D,0
36.9647,-3.5068,335.9,2,1.4,2022-01-29,1354,Aqua,MODIS,90,6.03,287.2,100.3,D,0
36.9525,-3.5032,308.8,2,1.4,2022-01-29,1354,Aqua,MODIS,62,6.03,290.3,22.3,D,0
36.951,-3.5221,327.1,2,1.4,2022-01-29,1354,Aqua,MODIS,85,6.03,293.7,66.5,D,0
36.9632,-3.5247,362,2,1.4,2022-01-29,1354,Aqua,MODIS,100,6.03,291.2,246.5,D,0
40.136,-5.9402,303.7,1.6,1.2,2022-01-29,1355,Aqua,MODIS,55,6.03,293,10,D,0
42.2574,-5.5916,300.5,1.7,1.3,2022-01-29,1355,Aqua,MODIS,39,6.03,289.8,7.1,D,0
43.5202,-5.7423,310.4,1.8,1.3,2022-01-29,1355,Aqua,MODIS,70,6.03,286.7,24.6,D,2
43.5256,-5.7379,313.7,1.8,1.3,2022-01-29,1355,Aqua,MODIS,74,6.03,286.1,32,D,2
43.0922,-3.9584,302.1,2.1,1.4,2022-01-29,2135,Terra,MODIS,46,6.03,277.2,25.4,N,0
43.0803,-3.9527,305.1,2.1,1.4,2022-01-29,2135,Terra,MODIS,63,6.03,276.8,31.2,N,0
41.8983,-7.7311,309.1,3.6,1.8,2022-01-29,2312,Terra,MODIS,67,6.03,276.2,83.2,N,0
41.9946,-8.1191,300.7,3.4,1.7,2022-01-29,2312,Terra,MODIS,32,6.03,276.7,50,N,0
41.8884,-7.7647,304,3.6,1.8,2022-01-29,2312,Terra,MODIS,58,6.03,275.5,66.4,N,0
41.8969,-7.772,300.3,3.6,1.8,2022-01-29,2312,Terra,MODIS,8,6.03,276.1,46.5,N,0
42.293,-6.7093,328.2,2.6,1.6,2022-01-30,0154,Aqua,MODIS,100,6.03,273.1,130.2,N,0
42.291,-6.6778,338.4,2.6,1.6,2022-01-30,0154,Aqua,MODIS,100,6.03,274.4,187.5,N,0
42.2833,-6.6751,329.6,2.6,1.6,2022-01-30,0154,Aqua,MODIS,100,6.03,272.2,136.6,N,0
42.2852,-6.7064,335.9,2.6,1.6,2022-01-30,0154,Aqua,MODIS,100,6.03,272.4,172.2,N,0
41.8985,-7.7134,311.7,4.3,1.9,2022-01-30,0332,Aqua,MODIS,76,6.03,275.5,132.2,N,0
41.9013,-7.7081,309,4.3,1.9,2022-01-30,0332,Aqua,MODIS,64,6.03,275.5,116.3,N,0
41.8884,-7.8724,306.5,1.1,1.1,2022-01-30,1111,Terra,MODIS,64,6.03,284.5,10.6,D,0
43.1236,-1.9177,335.3,1.1,1,2022-01-30,1111,Terra,MODIS,89,6.03,285.8,44,D,0
43.0897,-1.8314,300.3,1.1,1,2022-01-30,1111,Terra,MODIS,34,6.03,287.2,7.4,D,0
42.8382,-0.9755,300.9,1.2,1.1,2022-01-30,1111,Terra,MODIS,43,6.03,285.3,8,D,0
43.4719,-6.3373,300.3,1.1,1,2022-01-30,1111,Terra,MODIS,35,6.03,285.2,6.7,D,0
43.0857,-3.9608,301.9,1,1,2022-01-30,1111,Terra,MODIS,50,6.03,282.5,6.9,D,0
43.0675,-3.8398,303.4,1,1,2022-01-30,1111,Terra,MODIS,56,6.03,283,7.9,D,0
42.0312,-7.1449,317.7,1.1,1,2022-01-30,1111,Terra,MODIS,78,6.03,284.4,18.5,D,0
42.0295,-7.1315,317.5,1.1,1,2022-01-30,1111,Terra,MODIS,78,6.03,286.9,18.2,D,0
42.0203,-7.1337,316.4,1.1,1,2022-01-30,1111,Terra,MODIS,64,6.03,287.5,16.6,D,0
42.0077,-8.1101,318.8,1.2,1.1,2022-01-30,1111,Terra,MODIS,79,6.03,286.5,22.7,D,0
41.9981,-8.1125,341.8,1.2,1.1,2022-01-30,1111,Terra,MODIS,93,6.03,290.9,58.8,D,0
41.89,-7.886,307.6,1.1,1.1,2022-01-30,1111,Terra,MODIS,65,6.03,286.5,11.3,D,0
41.8805,-7.8876,306.9,1.1,1.1,2022-01-30,1111,Terra,MODIS,51,6.03,286.3,10.3,D,0
36.9866,-3.9833,300.4,1.1,1,2022-01-30,1112,Terra,MODIS,37,6.03,287.1,4,D,0
37.4153,-1.6773,301.1,1.4,1.2,2022-01-30,1112,Terra,MODIS,39,6.03,289.8,4.7,D,0
40.1372,-5.9237,325.1,1,1,2022-01-30,1112,Terra,MODIS,84,6.03,290,24.5,D,0
39.385,-0.4421,307.6,1.4,1.2,2022-01-30,1112,Terra,MODIS,66,6.03,289.4,13.6,D,0
38.8512,-6.2175,303.1,2.4,1.5,2022-01-30,1259,Aqua,MODIS,55,6.03,286.7,17.2,D,0
38.8593,-6.2252,304,2.4,1.5,2022-01-30,1259,Aqua,MODIS,58,6.03,286.7,18.8,D,0
43.1458,-3.9527,315.6,1.4,1.2,2022-01-30,1300,Aqua,MODIS,76,6.03,286.1,25.5,D,0
42.5702,-5.8578,303.3,1.8,1.3,2022-01-30,1300,Aqua,MODIS,55,6.03,288.2,13.3,D,0
43.0621,-3.8464,310.1,1.4,1.2,2022-01-30,1300,Aqua,MODIS,70,6.03,284.2,18.5,D,0
42.3992,-1.3792,300.4,1.1,1.1,2022-01-30,1300,Aqua,MODIS,37,6.03,289.2,4.5,D,0
42.886,-1.2523,303.5,1.1,1,2022-01-30,1300,Aqua,MODIS,56,6.03,286.8,8.7,D,0
42.0192,-7.1338,343.7,2.2,1.4,2022-01-30,1300,Aqua,MODIS,93,6.03,290.9,160.4,D,0
42.0316,-7.1391,311.5,2.2,1.4,2022-01-30,1300,Aqua,MODIS,71,6.03,286.5,35.5,D,0
43.0962,-1.8346,304.7,1.1,1.1,2022-01-30,1300,Aqua,MODIS,60,6.03,283.6,10,D,0
43.1268,-1.9082,317.8,1.1,1.1,2022-01-30,1300,Aqua,MODIS,78,6.03,285.7,22.1,D,0
43.1243,-1.9223,321.5,1.1,1.1,2022-01-30,1300,Aqua,MODIS,81,6.03,284.1,26.6,D,0
43.164,-6.7087,306.8,1,1,2022-01-30,2217,Terra,MODIS,69,6.03,273.9,11.8,N,0
43.1623,-6.7209,319.3,1,1,2022-01-30,2217,Terra,MODIS,98,6.03,275.2,21.7,N,0
