latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
39.8305,-2.5581,300.8,1.1,1.1,2020-01-09,1118,Terra,MODIS,39,6.03,282.4,6.6,D,0
40.202,-5.8624,325.8,2.1,1.4,2020-01-09,1259,Aqua,MODIS,84,6.03,283.9,74.2,D,0
40.1959,-5.8773,302.3,2.1,1.4,2020-01-09,1259,Aqua,MODIS,52,6.03,285.5,18.1,D,0
40.1973,-5.8838,338.2,2.1,1.4,2020-01-09,1259,Aqua,MODIS,91,6.03,285.5,124.1,D,0
41.7218,-1.0662,305.1,1,1,2020-01-11,1106,Terra,MODIS,61,6.03,282.2,9,D,0
41.6196,-2.3156,303.9,1,1,2020-01-11,1106,Terra,MODIS,57,6.03,276.9,8.9,D,0
37.4897,-6.2298,301.3,1,1,2020-01-12,1329,Aqua,MODIS,44,6.03,290.7,3.5,D,0
38.8377,-6.4356,302.2,1,1,2020-01-12,1329,Aqua,MODIS,51,6.03,289.7,4.8,D,0
38.826,-6.6207,301.2,1,1,2020-01-12,1329,Aqua,MODIS,46,6.03,288.5,4.2,D,0
38.8031,-6.8236,306.8,1,1,2020-01-12,1329,Aqua,MODIS,64,6.03,287.5,8.2,D,0
43.2497,-4.6789,317.6,1.1,1,2020-01-12,1330,Aqua,MODIS,75,6.03,287.1,18.9,D,0
39.458,-0.6933,307.2,1,1,2020-01-13,1054,Terra,MODIS,65,6.03,284.4,10.4,D,0
39.4254,-0.5912,321.8,1,1,2020-01-13,1054,Terra,MODIS,81,6.03,280.9,22.8,D,0
38.2572,-1.6988,302.5,1.1,1,2020-01-13,1054,Terra,MODIS,52,6.03,282.9,7.9,D,0
37.4508,-1.7844,317.1,1.1,1,2020-01-13,1055,Terra,MODIS,77,6.03,286.3,17.5,D,0
37.4492,-1.7725,321,1.1,1,2020-01-13,1055,Terra,MODIS,81,6.03,286.3,21.4,D,0
38.2804,-3.6069,300.5,1.1,1,2020-01-14,1316,Aqua,MODIS,39,6.03,284.6,5.3,D,0
38.322,-1.675,307.9,1,1,2020-01-14,1316,Aqua,MODIS,66,6.03,287.8,9.7,D,0
38.704,-3.7354,301.1,1.1,1,2020-01-14,1317,Aqua,MODIS,44,6.03,286.6,4.7,D,0
41.0595,-4.3784,301.2,1,1,2020-01-14,1317,Aqua,MODIS,40,6.03,281.1,6.3,D,0
43.2946,-6.5424,310.9,1.3,1.1,2020-01-14,2243,Terra,MODIS,81,6.03,278.3,20.6,N,0
43.1266,-6.4027,307.5,1.3,1.1,2020-01-14,2243,Terra,MODIS,72,6.03,277.9,19.1,N,0
38.333,-0.5728,300.9,1.1,1,2020-01-16,1304,Aqua,MODIS,43,6.03,290.3,3.7,D,0
38.3454,-1.6905,302.6,1.1,1.1,2020-01-16,1304,Aqua,MODIS,53,6.03,288.9,6.3,D,0
38.7219,-0.7405,303.5,1.1,1,2020-01-16,1304,Aqua,MODIS,53,6.03,289.4,6,D,0
39.2039,-1.7629,302.2,1.1,1.1,2020-01-16,1304,Aqua,MODIS,51,6.03,289.4,4.5,D,0
39.6476,-0.2801,305.8,1,1,2020-01-16,1304,Aqua,MODIS,62,6.03,289.5,7,D,0
38.2522,-1.631,305.2,1.1,1.1,2020-01-16,1304,Aqua,MODIS,61,6.03,289.4,8.1,D,0
43.167,-4.1492,310,1.2,1.1,2020-01-16,2230,Terra,MODIS,79,6.03,278.8,18.6,N,0
43.2893,-4.5164,303,1.2,1.1,2020-01-16,2230,Terra,MODIS,53,6.03,281.4,11.1,N,0
43.1687,-4.1333,325.1,1.2,1.1,2020-01-16,2230,Terra,MODIS,100,6.03,278.6,36.5,N,0
43.089,-5.7552,300.8,1.1,1.1,2020-01-18,1112,Terra,MODIS,41,6.03,283.4,8.5,D,0
39.6554,-2.8095,304.8,1.1,1,2020-01-23,1311,Aqua,MODIS,57,6.03,281,8.7,D,0
43.5432,-5.8371,302,1,1,2020-01-25,1118,Terra,MODIS,47,6.03,285.4,6.8,D,2
43.5415,-5.8243,304,1,1,2020-01-25,1118,Terra,MODIS,50,6.03,284.2,8.1,D,2
43.5242,-5.7369,314.1,1.1,1.1,2020-02-03,1112,Terra,MODIS,74,6.03,292.9,14.3,D,2
43.5225,-5.723,307.6,1.1,1.1,2020-02-03,1112,Terra,MODIS,66,6.03,291.8,8.4,D,2
43.1449,-3.9423,317.2,1,1,2020-02-03,1112,Terra,MODIS,77,6.03,292.1,15.6,D,0
43.1432,-3.9303,309.6,1,1,2020-02-03,1112,Terra,MODIS,69,6.03,291.9,9.4,D,0
43.1491,-4.3125,303.7,1,1,2020-02-03,1112,Terra,MODIS,57,6.03,289.3,5.2,D,0
43.3157,-6.6468,334.4,1.2,1.1,2020-02-03,1112,Terra,MODIS,89,6.03,291.7,45.6,D,0
43.3141,-6.6325,331.6,1.2,1.1,2020-02-03,1112,Terra,MODIS,87,6.03,290.5,40,D,0
43.3152,-6.6536,304.3,1.2,1.1,2020-02-03,1112,Terra,MODIS,23,6.03,289.3,7,D,0
43.3135,-6.6391,342.4,1.2,1.1,2020-02-03,1112,Terra,MODIS,93,6.03,292.6,62.6,D,0
43.3036,-6.6398,314.2,1.2,1.1,2020-02-03,1112,Terra,MODIS,74,6.03,288.3,16.5,D,0
36.9494,-2.4285,311.2,1.1,1,2020-02-03,1114,Terra,MODIS,71,6.03,295.2,7.9,D,0
37.1622,-4.4005,304.2,1,1,2020-02-03,1114,Terra,MODIS,58,6.03,290.6,5.5,D,0
43.1464,-4.3324,311,1.8,1.3,2020-02-03,1253,Aqua,MODIS,71,6.03,291.4,22.3,D,0
40.3094,-3.7499,313.9,1.9,1.4,2020-02-03,1253,Aqua,MODIS,74,6.03,289.3,30.4,D,0
43.1352,-3.9336,302.9,1.7,1.3,2020-02-03,1253,Aqua,MODIS,54,6.03,292,10.2,D,0
43.1313,-3.9524,303.1,1.7,1.3,2020-02-03,1253,Aqua,MODIS,55,6.03,291.6,10.5,D,0
43.1444,-3.9404,304.8,1.7,1.3,2020-02-03,1253,Aqua,MODIS,48,6.03,292.2,10.9,D,0
43.1505,-4.3124,318.2,1.7,1.3,2020-02-03,1253,Aqua,MODIS,78,6.03,291,35.2,D,0
43.3439,-4.3958,304.7,1.7,1.3,2020-02-03,1253,Aqua,MODIS,60,6.03,293.7,11.5,D,0
43.3038,-6.6352,322.6,2.3,1.5,2020-02-03,1254,Aqua,MODIS,82,6.03,289.5,67.5,D,0
43.316,-6.6428,370.7,2.3,1.5,2020-02-03,1254,Aqua,MODIS,100,6.03,294.2,402,D,0
43.2973,-6.6633,309.8,2.3,1.5,2020-02-03,1254,Aqua,MODIS,69,6.03,289.4,30,D,0
43.3098,-6.6698,318.5,2.3,1.5,2020-02-03,1254,Aqua,MODIS,78,6.03,289.8,52,D,0
43.3003,-6.6383,325.5,2.3,1.5,2020-02-03,1254,Aqua,MODIS,82,6.03,289.3,75,D,0
43.3126,-6.645,371.8,2.3,1.5,2020-02-03,1254,Aqua,MODIS,100,6.03,294.7,414.8,D,0
43.1101,-5.8937,305.3,1,1,2020-02-04,0230,Aqua,MODIS,64,6.03,278.6,10.9,N,0
42.1266,-6.5821,305.9,1.9,1.3,2020-02-04,1155,Terra,MODIS,62,6.03,285.8,19,D,0
38.9092,-5.8533,303.2,1,1,2020-02-04,1335,Aqua,MODIS,53,6.03,292.7,4.1,D,0
42.2174,0.7897,314.5,1,1,2020-02-05,1100,Terra,MODIS,75,6.03,282.7,16.2,D,0
42.1578,-1.5998,301.2,1,1,2020-02-05,1100,Terra,MODIS,46,6.03,283.7,6.4,D,0
41.492,0.3867,300.7,1,1,2020-02-05,1100,Terra,MODIS,41,6.03,285.8,5,D,0
41.4789,-1.3539,300.4,1,1,2020-02-05,1100,Terra,MODIS,36,6.03,286.5,4.5,D,0
41.0664,0.6186,304.8,1,1,2020-02-05,1100,Terra,MODIS,60,6.03,286.1,7.7,D,0
38.3576,-1.6781,302.9,3,1.7,2020-02-06,1144,Terra,MODIS,41,6.03,284.2,29.9,D,0
38.3575,-1.6837,304.2,3,1.7,2020-02-06,1144,Terra,MODIS,41,6.03,284.4,33.2,D,0
38.7163,-5.5112,302.9,1.1,1,2020-02-06,1323,Aqua,MODIS,29,6.03,280.3,5.5,D,0
41.443,-1.2998,300.7,1.2,1.1,2020-02-06,1323,Aqua,MODIS,40,6.03,290.2,3.9,D,0
40.4118,-5.3412,308.6,1,1,2020-02-06,1323,Aqua,MODIS,67,6.03,280.4,10.7,D,0
43.1251,-3.7293,300.4,2.3,1.5,2020-02-06,2249,Terra,MODIS,10,6.03,276.2,25.4,N,0
43.1232,-3.7563,305.9,2.3,1.5,2020-02-06,2249,Terra,MODIS,52,6.03,276.3,35.4,N,0
43.135,-3.7353,303.1,2.3,1.5,2020-02-06,2249,Terra,MODIS,53,6.03,275.1,32.3,N,0
43.3726,-3.2259,301.2,1.7,1.3,2020-02-07,1047,Terra,MODIS,39,6.03,286.4,12,D,0
43.5393,-5.8405,302.4,2.3,1.5,2020-02-07,1047,Terra,MODIS,52,6.03,285.1,21.7,D,2
43.1513,-5.5275,312.9,2.7,1.6,2020-02-07,1407,Aqua,MODIS,73,6.03,287.1,52.3,D,0
43.1539,-5.5314,318,2.7,1.6,2020-02-07,1407,Aqua,MODIS,78,6.03,287.3,72.3,D,0
43.5409,-5.8295,305.4,1,1,2020-02-10,1118,Terra,MODIS,61,6.03,289.7,7,D,2
43.5274,-5.729,304,1,1,2020-02-10,1118,Terra,MODIS,58,6.03,290.3,5.5,D,2
43.2644,-6.1687,300.7,1,1,2020-02-10,1118,Terra,MODIS,38,6.03,290.3,3.8,D,0
41.5661,-1.2968,300.7,1.2,1.1,2020-02-10,1119,Terra,MODIS,40,6.03,290.6,4.1,D,0
39.0028,-3.4411,302.6,1.1,1,2020-02-10,1119,Terra,MODIS,53,6.03,289.3,4.7,D,0
37.6507,-4.5771,306.4,1,1,2020-02-10,1120,Terra,MODIS,63,6.03,291,6.6,D,0
38.255,-1.6156,310,1.3,1.1,2020-02-10,1258,Aqua,MODIS,51,6.03,294.3,9.5,D,0
38.2548,-1.6245,312.7,1.3,1.1,2020-02-10,1258,Aqua,MODIS,51,6.03,294.1,13.1,D,0
38.2523,-1.6301,311.3,1.3,1.1,2020-02-10,1258,Aqua,MODIS,67,6.03,293.8,11.4,D,0
42.4018,0.9188,305.6,1,1,2020-02-10,1259,Aqua,MODIS,61,6.03,293.4,7.2,D,0
43.0825,-1.339,307.3,1.1,1,2020-02-10,1259,Aqua,MODIS,65,6.03,285,9.1,D,0
43.2653,-6.1587,301.6,1.8,1.3,2020-02-10,1300,Aqua,MODIS,48,6.03,291.2,9.6,D,0
43.2613,-6.1779,303.3,1.8,1.3,2020-02-10,1300,Aqua,MODIS,55,6.03,289.4,11.6,D,0
43.1045,-6.0019,387,1,1,2020-02-10,2225,Terra,MODIS,100,6.03,282.7,188.9,N,0
43.0956,-5.9994,310.3,1,1,2020-02-10,2225,Terra,MODIS,80,6.03,280.5,13.5,N,0
43.1028,-6.0141,342.3,1,1,2020-02-10,2225,Terra,MODIS,100,6.03,276,51.4,N,0
43.0939,-6.0117,300.7,1,1,2020-02-10,2225,Terra,MODIS,32,6.03,277,7.6,N,0
43.1421,-6.6526,314.2,1,1,2020-02-10,2225,Terra,MODIS,89,6.03,279.3,16.2,N,0
43.1151,-6.3883,301.1,1,1,2020-02-10,2225,Terra,MODIS,35,6.03,275.4,7.7,N,0
43.1168,-6.3762,311.6,1,1,2020-02-10,2225,Terra,MODIS,83,6.03,274.6,14.5,N,0
43.1403,-6.6647,316.3,1,1,2020-02-10,2225,Terra,MODIS,93,6.03,280.5,18.1,N,0
43.1002,-5.9953,306.4,1,1,2020-02-11,0236,Aqua,MODIS,68,6.03,277.9,12.3,N,0
43.1402,-6.6585,300.6,1,1,2020-02-11,0236,Aqua,MODIS,31,6.03,279.6,8.5,N,0
42.4008,-6.0036,309,1,1,2020-02-13,1330,Aqua,MODIS,67,6.03,284.2,9.7,D,0
42.4714,1.1066,302.6,1,1,2020-02-14,1054,Terra,MODIS,38,6.03,289.5,5.7,D,0
43.527,-5.7296,302.7,1.9,1.3,2020-02-14,1054,Terra,MODIS,53,6.03,288.4,13.4,D,2
43.0735,-4.4118,309.2,1.6,1.2,2020-02-14,1054,Terra,MODIS,68,6.03,282.4,22.1,D,0
43.0717,-4.3921,303.6,1.6,1.2,2020-02-14,1054,Terra,MODIS,56,6.03,281.3,15.1,D,0
41.9214,-1.6991,300,1.1,1.1,2020-02-14,1054,Terra,MODIS,23,6.03,288.9,3.9,D,0
40.4642,-1.258,307.7,1.1,1,2020-02-14,1054,Terra,MODIS,66,6.03,285.7,8.7,D,0
40.4695,-1.2757,306.2,2.5,1.5,2020-02-14,1234,Aqua,MODIS,63,6.03,291.9,23.6,D,0
43.4097,-6.6351,312.8,1.4,1.2,2020-02-15,0211,Aqua,MODIS,86,6.03,279.3,26.8,N,0
37.5651,-7.2322,307.1,1.2,1.1,2020-02-15,1138,Terra,MODIS,64,6.03,292.1,7.9,D,0
37.4098,-1.6841,304.2,1,1,2020-02-15,1316,Aqua,MODIS,34,6.03,292.2,2.8,D,0
41.3274,-1.6895,309.6,1,1,2020-02-15,1317,Aqua,MODIS,69,6.03,293.8,7.2,D,0
39.8135,-3.4782,312.4,1,1,2020-02-15,1317,Aqua,MODIS,72,6.03,294.4,9.5,D,0
39.0541,-3.5957,305.7,1,1,2020-02-15,1317,Aqua,MODIS,59,6.03,292.5,5.4,D,0
39.8867,-4.362,304.2,1.1,1,2020-02-15,1317,Aqua,MODIS,34,6.03,289.6,5.7,D,0
41.2926,-1.8792,308.4,1,1,2020-02-15,1317,Aqua,MODIS,67,6.03,291.5,7.6,D,0
38.2376,-1.6881,306,1.1,1.1,2020-02-17,1304,Aqua,MODIS,40,6.03,295.9,4.4,D,0
43.5242,-5.7352,300.4,1.1,1.1,2020-02-19,1112,Terra,MODIS,37,6.03,279.8,7.5,D,2
40.2189,-4.2838,308.7,1,1,2020-02-19,1113,Terra,MODIS,67,6.03,287.3,8.8,D,0
41.7298,-0.8562,300.3,1.1,1,2020-02-19,1113,Terra,MODIS,35,6.03,287.3,5.1,D,0
40.2278,-4.2817,304.7,1,1,2020-02-19,1113,Terra,MODIS,55,6.03,288.4,6,D,0
41.9757,-2.1304,300.2,3.4,1.7,2020-02-20,1155,Terra,MODIS,32,6.03,287.8,28.9,D,0
42.2533,-6.2574,302.7,2,1.4,2020-02-20,1155,Terra,MODIS,53,6.03,284.6,17.4,D,0
40.4173,-5.3242,309.9,2.5,1.5,2020-02-20,1156,Terra,MODIS,69,6.03,283.9,41.3,D,0
37.5642,-7.2398,309.5,1,1,2020-02-20,1335,Aqua,MODIS,65,6.03,296.1,5.7,D,0
37.5693,-7.2059,309.2,1,1,2020-02-20,1335,Aqua,MODIS,65,6.03,295.1,5.9,D,0
42.0359,-6.6419,335.5,1,1,2020-02-20,1336,Aqua,MODIS,90,6.03,288.7,38,D,0
42.044,-7.2589,309.7,1,1,2020-02-20,1336,Aqua,MODIS,69,6.03,289.9,10,D,0
42.2529,-6.2528,331.4,1,1,2020-02-20,1336,Aqua,MODIS,87,6.03,289,33,D,0
42.3893,-5.7001,302.7,1.1,1,2020-02-20,1336,Aqua,MODIS,53,6.03,290.7,4.2,D,0
41.977,-2.1456,329.2,1.5,1.2,2020-02-20,1336,Aqua,MODIS,86,6.03,292.6,46.2,D,0
41.3279,-1.6927,317,1.5,1.2,2020-02-20,1336,Aqua,MODIS,77,6.03,295.2,23.5,D,0
41.355,-1.6411,304.8,1.6,1.2,2020-02-20,1336,Aqua,MODIS,60,6.03,293.7,7.4,D,0
41.9806,-2.1338,308.4,1.5,1.2,2020-02-20,1336,Aqua,MODIS,54,6.03,289.9,14.3,D,0
41.979,-2.1514,322,1.5,1.2,2020-02-20,1336,Aqua,MODIS,81,6.03,291.9,35,D,0
43.5231,-5.731,303.9,1.1,1,2020-02-20,1337,Aqua,MODIS,55,6.03,291.7,6.3,D,2
42.0828,1.152,305.5,1,1,2020-02-21,1100,Terra,MODIS,62,6.03,285,8.8,D,0
42.3901,1.0851,304.4,1,1,2020-02-21,1100,Terra,MODIS,47,6.03,290.1,5.5,D,0
43.0783,-4.4161,304.1,1.3,1.1,2020-02-21,1100,Terra,MODIS,58,6.03,284.4,11.3,D,0
42.3537,-1.6979,304.4,1,1,2020-02-21,1100,Terra,MODIS,59,6.03,289.6,6.3,D,0
41.1323,-0.1886,322.5,1,1,2020-02-21,1100,Terra,MODIS,82,6.03,289.6,20.8,D,0
41.1305,-0.1769,313.5,1,1,2020-02-21,1100,Terra,MODIS,74,6.03,288.7,12.7,D,0
40.4917,-3.5884,300.6,1.1,1.1,2020-02-21,1101,Terra,MODIS,40,6.03,288.5,2.8,D,2
39.7441,-0.3726,300.3,1,1,2020-02-21,1101,Terra,MODIS,35,6.03,290.2,3.6,D,0
39.1764,-0.5346,303.7,1,1,2020-02-21,1101,Terra,MODIS,57,6.03,292.3,4.1,D,0
38.9901,-0.1694,302,1,1,2020-02-21,1101,Terra,MODIS,45,6.03,290.1,3.8,D,2
38.6399,-6.7462,304,1.5,1.2,2020-02-21,1101,Terra,MODIS,49,6.03,293.1,7.8,D,0
37.2226,-3.7947,314.1,1.1,1,2020-02-21,1102,Terra,MODIS,74,6.03,292.9,11.2,D,2
38.4186,-0.5172,301.9,2.1,1.4,2020-02-21,1240,Aqua,MODIS,50,6.03,291.6,9.2,D,0
28.1275,-16.4661,320.7,1.1,1,2020-02-21,1416,Aqua,MODIS,24,6.03,304.6,10.5,D,0
43.2939,-6.2269,301.1,3.8,1.8,2020-02-21,1420,Aqua,MODIS,45,6.03,288.5,33.3,D,0
43.5447,-5.8223,302.5,1.1,1.1,2020-02-22,0218,Aqua,MODIS,49,6.03,279.4,11,N,2
43.1052,-3.8633,311.9,1.7,1.3,2020-02-22,1143,Terra,MODIS,72,6.03,284.2,24.7,D,0
39.1153,-5.7314,308.3,1.7,1.3,2020-02-22,1144,Terra,MODIS,67,6.03,293.4,14.6,D,0
38.8577,-6.1766,310.3,1.1,1.1,2020-02-22,1323,Aqua,MODIS,56,6.03,298.3,7.2,D,0
43.0266,-1.3212,314.7,1.2,1.1,2020-02-22,1324,Aqua,MODIS,75,6.03,283.2,18.1,D,0
40.717,-2.7086,303,1,1,2020-02-22,1324,Aqua,MODIS,45,6.03,287.8,3.7,D,0
41.4627,-5.8123,304.4,1,1,2020-02-22,1324,Aqua,MODIS,57,6.03,291.1,5,D,0
41.4608,-5.8244,319.9,1,1,2020-02-22,1324,Aqua,MODIS,79,6.03,290.7,17.4,D,0
42.9148,-1.2306,305.3,1.2,1.1,2020-02-22,1324,Aqua,MODIS,61,6.03,282.8,9.1,D,0
42.9993,-1.21,300.9,1.2,1.1,2020-02-22,1324,Aqua,MODIS,43,6.03,285.4,5.8,D,0
43.0282,-1.3076,301.8,1.2,1.1,2020-02-22,1324,Aqua,MODIS,49,6.03,284.1,6.9,D,0
43.1114,-1.9175,300.4,1.1,1.1,2020-02-22,1324,Aqua,MODIS,31,6.03,286.5,4.5,D,0
43.1372,-1.7802,301.6,1.2,1.1,2020-02-22,1324,Aqua,MODIS,48,6.03,287.2,6,D,0
43.1624,-1.8148,302.4,1.2,1.1,2020-02-22,1324,Aqua,MODIS,52,6.03,282.7,6.4,D,0
43.0833,-3.8216,300.4,1,1,2020-02-22,1324,Aqua,MODIS,35,6.03,281,4.7,D,0
43.1141,-3.8604,303.3,1,1,2020-02-22,1324,Aqua,MODIS,51,6.03,279.7,5.5,D,0
43.2484,-6.2565,302.4,1,1,2020-02-22,1324,Aqua,MODIS,52,6.03,283.6,5.9,D,0
27.9334,-15.7477,306.9,1.1,1.1,2020-02-23,0305,Aqua,MODIS,47,6.03,290.9,10,N,0
27.9351,-15.7583,318.3,1.1,1.1,2020-02-23,0305,Aqua,MODIS,96,6.03,291.3,20.3,N,0
43.1644,-1.7129,313.9,1.4,1.2,2020-02-23,1048,Terra,MODIS,74,6.03,288,19.4,D,0
43.1337,-1.7218,301.5,1.4,1.2,2020-02-23,1048,Terra,MODIS,36,6.03,288.7,6.6,D,0
43.1661,-1.7291,325.1,1.4,1.2,2020-02-23,1048,Terra,MODIS,84,6.03,288,35.8,D,0
38.8483,-6.1868,304.5,2.1,1.4,2020-02-23,1049,Terra,MODIS,59,6.03,293.4,13.5,D,0
38.2092,-0.8252,303.6,1.1,1,2020-02-23,1049,Terra,MODIS,56,6.03,292.5,4.7,D,0
38.8479,-6.181,304.3,2.1,1.4,2020-02-23,1049,Terra,MODIS,52,6.03,293.6,11.9,D,0
43.1481,-1.7489,303,2.8,1.6,2020-02-23,1229,Aqua,MODIS,55,6.03,290.9,22.4,D,0
43.156,-1.7163,308.2,2.7,1.6,2020-02-23,1229,Aqua,MODIS,67,6.03,289.3,36.2,D,0
43.1594,-1.7211,311.4,2.7,1.6,2020-02-23,1229,Aqua,MODIS,71,6.03,289.2,46,D,0
43.0598,-3.9057,305.9,3.6,1.8,2020-02-23,1229,Aqua,MODIS,54,6.03,289.4,43,D,0
27.9277,-15.7254,330.3,3.6,1.8,2020-02-23,1230,Terra,MODIS,83,6.03,294,156.3,D,0
27.9508,-15.755,375.4,3.5,1.8,2020-02-23,1230,Terra,MODIS,100,6.03,298.5,816.9,D,0
28.3842,-16.5981,320.2,3,1.7,2020-02-23,1230,Terra,MODIS,40,6.03,297.8,65.9,D,0
28.3839,-16.5908,316.6,3,1.7,2020-02-23,1230,Terra,MODIS,50,6.03,297.5,54.4,D,0
27.9349,-15.7572,326.2,3.5,1.8,2020-02-23,1230,Terra,MODIS,79,6.03,294.8,122.3,D,0
28.4224,-16.4851,315.5,3.1,1.7,2020-02-23,1230,Terra,MODIS,35,6.03,297.1,57.4,D,0
27.9444,-15.7265,353.4,3.6,1.8,2020-02-23,1230,Terra,MODIS,97,6.03,294.5,413.4,D,0
28.3901,-16.6192,314.7,3,1.6,2020-02-23,1230,Terra,MODIS,42,6.03,296.3,45.7,D,0
